no,room,date,count_1s,Value
147,1,24/06/2023 02:00,0,39
148,1,24/06/2023 03:00,0,39
149,1,24/06/2023 04:00,0,39
150,1,24/06/2023 05:00,0,39
151,1,24/06/2023 06:00,0,39
152,1,24/06/2023 07:00,0,39
153,1,24/06/2023 08:00,0,39
154,1,24/06/2023 09:00,0,39
155,1,24/06/2023 10:00,0,39
156,1,24/06/2023 11:00,0,39
157,1,24/06/2023 12:00,0,39
158,1,24/06/2023 13:00,0,39
159,1,24/06/2023 14:00,0,39
160,1,24/06/2023 15:00,0,39
161,1,24/06/2023 16:00,0,39
162,1,24/06/2023 17:00,0,39
163,1,24/06/2023 18:00,0,39
164,1,24/06/2023 19:00,0,39
165,1,24/06/2023 20:00,0,39
166,1,24/06/2023 21:00,0,39
167,1,24/06/2023 22:00,0,39
168,1,24/06/2023 23:00,0,39
169,1,25/06/2023 00:00,0,39
170,1,25/06/2023 01:00,0,39
171,1,25/06/2023 02:00,0,39
172,1,25/06/2023 03:00,0,39
173,1,25/06/2023 04:00,0,39
174,1,25/06/2023 05:00,0,39
175,1,25/06/2023 06:00,0,39
176,1,25/06/2023 07:00,0,39
177,1,25/06/2023 08:00,0,39
178,1,25/06/2023 09:00,0,39
179,1,25/06/2023 10:00,0,39
180,1,25/06/2023 11:00,0,39
181,1,25/06/2023 12:00,0,39
182,1,25/06/2023 13:00,0,39
183,1,25/06/2023 14:00,0,39
184,1,25/06/2023 15:00,0,39
185,1,25/06/2023 16:00,0,39
186,1,25/06/2023 17:00,0,39
187,1,25/06/2023 18:00,0,39
188,1,25/06/2023 19:00,0,39
189,1,25/06/2023 20:00,0,39
190,1,25/06/2023 21:00,0,39
191,1,25/06/2023 22:00,0,39
192,1,25/06/2023 23:00,0,39
193,1,26/06/2023 00:00,0,39
194,1,26/06/2023 01:00,0,39
195,1,26/06/2023 02:00,0,39
196,1,26/06/2023 03:00,0,39
197,1,26/06/2023 04:00,0,39
198,1,26/06/2023 05:00,0,39
199,1,26/06/2023 06:00,0,39
200,1,26/06/2023 07:00,0,39
201,1,26/06/2023 08:00,0,39
202,1,26/06/2023 09:00,0,39
203,1,26/06/2023 10:00,0,39
204,1,26/06/2023 11:00,0,39
205,1,26/06/2023 12:00,0,39
206,1,26/06/2023 13:00,0,39
207,1,26/06/2023 14:00,0,85
208,1,26/06/2023 15:00,0,87
209,1,26/06/2023 16:00,0,84
210,1,26/06/2023 17:00,0,45
211,1,26/06/2023 18:00,0,98
212,1,26/06/2023 19:00,0,39
213,1,26/06/2023 20:00,0,39
214,1,26/06/2023 21:00,0,39
215,1,26/06/2023 22:00,0,39
216,1,26/06/2023 23:00,0,39
217,1,27/06/2023 00:00,0,39
218,1,27/06/2023 01:00,0,39
219,1,27/06/2023 02:00,0,39
220,1,27/06/2023 03:00,0,39
221,1,27/06/2023 04:00,0,39
222,1,27/06/2023 05:00,0,39
223,1,27/06/2023 06:00,0,39
224,1,27/06/2023 07:00,0,39
225,1,27/06/2023 08:00,0,39
226,1,27/06/2023 09:00,0,39
227,1,27/06/2023 10:00,0,39
228,1,27/06/2023 11:00,0,39
229,1,27/06/2023 12:00,0,39
230,1,27/06/2023 13:00,0,39
231,1,27/06/2023 14:00,0,69
232,1,27/06/2023 15:00,0,39
233,1,27/06/2023 16:00,0,39
234,1,27/06/2023 17:00,0,39
235,1,27/06/2023 18:00,0,39
236,1,27/06/2023 19:00,0,39
237,1,27/06/2023 20:00,0,39
238,1,27/06/2023 21:00,0,39
239,1,27/06/2023 22:00,0,39
240,1,27/06/2023 23:00,0,39
241,1,28/06/2023 00:00,0,39
242,1,28/06/2023 01:00,0,39
243,1,28/06/2023 02:00,0,39
244,1,28/06/2023 03:00,0,39
245,1,28/06/2023 04:00,0,39
246,1,28/06/2023 05:00,0,39
247,1,28/06/2023 06:00,0,39
248,1,28/06/2023 07:00,0,39
249,1,28/06/2023 08:00,0,39
250,1,28/06/2023 09:00,0,39
251,1,28/06/2023 10:00,0,39
252,1,28/06/2023 11:00,0,39
253,1,28/06/2023 12:00,0,39
254,1,28/06/2023 13:00,0,39
255,1,28/06/2023 14:00,0,39
256,1,28/06/2023 15:00,0,39
257,1,28/06/2023 16:00,0,100
258,1,28/06/2023 17:00,0,39
259,1,28/06/2023 18:00,0,39
260,1,28/06/2023 19:00,0,39
261,1,28/06/2023 20:00,0,39
262,1,28/06/2023 21:00,0,39
263,1,28/06/2023 22:00,0,39
264,1,28/06/2023 23:00,0,39
265,1,29/06/2023 00:00,0,39
266,1,29/06/2023 01:00,0,39
267,1,29/06/2023 02:00,0,39
268,1,29/06/2023 03:00,0,39
269,1,29/06/2023 04:00,0,39
270,1,29/06/2023 05:00,0,39
271,1,29/06/2023 06:00,0,39
272,1,29/06/2023 07:00,0,39
273,1,29/06/2023 08:00,0,39
274,1,29/06/2023 09:00,0,39
275,1,29/06/2023 10:00,0,39
276,1,29/06/2023 11:00,0,39
277,1,29/06/2023 12:00,0,39
278,1,29/06/2023 13:00,0,39
279,1,29/06/2023 14:00,0,39
280,1,29/06/2023 15:00,0,39
281,1,29/06/2023 16:00,0,39
282,1,29/06/2023 17:00,0,39
283,1,29/06/2023 18:00,0,39
284,1,29/06/2023 19:00,0,39
285,1,29/06/2023 20:00,0,39
286,1,29/06/2023 21:00,0,39
287,1,29/06/2023 22:00,0,39
288,1,29/06/2023 23:00,0,39
289,1,30/06/2023 00:00,0,39
290,1,30/06/2023 01:00,0,39
291,1,30/06/2023 02:00,0,39
292,1,30/06/2023 03:00,0,39
293,1,30/06/2023 04:00,0,39
294,1,30/06/2023 05:00,0,39
295,1,30/06/2023 06:00,0,39
296,1,30/06/2023 07:00,0,39
297,1,30/06/2023 08:00,0,39
298,1,30/06/2023 09:00,0,39
299,1,30/06/2023 10:00,0,39
300,1,30/06/2023 11:00,0,39
301,1,30/06/2023 12:00,0,39
302,1,30/06/2023 13:00,0,39
303,1,30/06/2023 14:00,0,92
304,1,30/06/2023 15:00,0,39
305,1,30/06/2023 16:00,0,39
306,1,30/06/2023 17:00,0,39
