Time,Room1,Room3,Room2
04/07/2023 05:00,234,49.2,59.1
04/07/2023 06:00,255,50.8,59.5
04/07/2023 07:00,235,50.8,65.8
04/07/2023 08:00,195,53.3,42.9
04/07/2023 09:00,177,50.5,43.3
04/07/2023 10:00,131,50.3,41.6
04/07/2023 11:00,137,47.5,38.6
04/07/2023 12:00,160,50.3,61.6
04/07/2023 13:00,158,52.3,77.7
04/07/2023 14:00,115,52.5,59.7
04/07/2023 15:00,139,50.5,43.1
04/07/2023 16:00,198,49.9,60.4
04/07/2023 17:00,196,51.1,60.9
04/07/2023 18:00,110,50.5,59.3
04/07/2023 19:00,178,50.2,84.3
04/07/2023 20:00,255,50.9,60.5
04/07/2023 21:00,255,50.5,112
04/07/2023 22:00,255,51.2,148
04/07/2023 23:00,255,50,84.7
05/07/2023 00:00,255,50.1,42.1
05/07/2023 01:00,237,50.2,43.6
05/07/2023 02:00,255,50,42.6
05/07/2023 03:00,255,50.2,39.7
05/07/2023 04:00,234,45.6,41.9
05/07/2023 05:00,255,50.4,43.2
05/07/2023 06:00,255,50.9,43.4
05/07/2023 07:00,255,50.1,42.1
05/07/2023 08:00,219,54.5,45.8
05/07/2023 09:00,202,51.7,42.1
05/07/2023 10:00,219,51.8,43.3
05/07/2023 11:00,216,51,61.8
05/07/2023 12:00,212,50.8,42.7
05/07/2023 13:00,184,51.1,44.4
05/07/2023 14:00,196,51.5,60.2
05/07/2023 15:00,236,50.8,43
05/07/2023 16:00,138,51.2,43.6
05/07/2023 17:00,197,51.5,46.8
05/07/2023 18:00,177,51.5,45
05/07/2023 19:00,158,50.8,43.4
05/07/2023 20:00,234,47,38.8
05/07/2023 21:00,219,50.1,42.3
05/07/2023 22:00,255,50.3,62.1
05/07/2023 23:00,255,50.7,184
06/07/2023 00:00,237,51,76.8
06/07/2023 01:00,234,50.1,79.5
06/07/2023 02:00,255,50.3,138
06/07/2023 03:00,234,50.4,60.7
06/07/2023 04:00,255,50.4,60.9
06/07/2023 05:00,255,50.3,94.8
06/07/2023 06:00,255,51,42.8
06/07/2023 07:00,255,49.9,41.3
06/07/2023 08:00,255,50.2,43.5
06/07/2023 09:00,216,53.3,44.3
06/07/2023 10:00,234,51.7,50.9
06/07/2023 11:00,237,52.2,46.5
06/07/2023 12:00,212,51.9,42.8
06/07/2023 13:00,155,46.4,43.2
06/07/2023 14:00,216,50.7,45.5
06/07/2023 15:00,219,51.5,44.1
06/07/2023 16:00,166,50.7,44.6
06/07/2023 17:00,207,50.9,44.3
06/07/2023 18:00,180,52.1,49.7
06/07/2023 19:00,255,51.7,45.3
06/07/2023 20:00,148,52.8,42.8
06/07/2023 21:00,197,51.5,62.3
06/07/2023 22:00,236,50.7,77.1
06/07/2023 23:00,255,50.7,148
07/07/2023 00:00,255,50.3,94.5
07/07/2023 01:00,255,50.4,191
07/07/2023 02:00,255,50.8,112
07/07/2023 03:00,255,51,60.5
07/07/2023 04:00,255,50.3,41
07/07/2023 05:00,255,50.2,55.4
07/07/2023 06:00,214,48.1,61.1
07/07/2023 07:00,237,52.6,62.1
07/07/2023 08:00,222,51.3,42.2
07/07/2023 09:00,235,50.8,62.3
07/07/2023 10:00,212,50.5,42
07/07/2023 11:00,197,51,46.7
07/07/2023 12:00,203,52.7,46.3
07/07/2023 13:00,183,50.5,46.3
07/07/2023 14:00,216,51,47.4
07/07/2023 15:00,130,49.5,46.5
07/07/2023 16:00,148,49.5,47.6
07/07/2023 17:00,99.2,48.8,49.2
07/07/2023 18:00,119,49.8,47.8
07/07/2023 19:00,119,48.8,46.8
07/07/2023 20:00,148,49.5,45
07/07/2023 21:00,202,50.3,45.4
07/07/2023 22:00,180,46.6,40.5
07/07/2023 23:00,157,51.3,43.9
08/07/2023 00:00,237,50.4,42.3
08/07/2023 01:00,234,50.4,41.3
08/07/2023 02:00,255,50.6,62.8
08/07/2023 03:00,212,50.9,40.8
08/07/2023 04:00,201,51.3,158
08/07/2023 05:00,255,50.3,76.9
08/07/2023 06:00,255,51.1,44.2
08/07/2023 07:00,237,51,43.3
08/07/2023 08:00,201,51,44.9
08/07/2023 09:00,169,50.1,44.5
08/07/2023 10:00,196,50.5,64.7
08/07/2023 11:00,169,50.9,44.8
08/07/2023 12:00,177,51.8,43.9
08/07/2023 13:00,177,51.9,46.2
08/07/2023 14:00,148,51,44.7
08/07/2023 15:00,126,46.8,42.1
08/07/2023 16:00,126,49.6,42.6
08/07/2023 17:00,191,49.3,43.3
08/07/2023 18:00,132,49.7,43.3
08/07/2023 19:00,194,50.6,45.8
08/07/2023 20:00,148,50.1,44.5
08/07/2023 21:00,177,50.5,61.9
08/07/2023 22:00,196,50.7,100
08/07/2023 23:00,216,50.4,43.4
09/07/2023 00:00,219,50.7,80.5
09/07/2023 01:00,231,49.4,138
09/07/2023 02:00,255,49.5,80.7
09/07/2023 03:00,216,50.2,130
09/07/2023 04:00,196,50.4,94.7
09/07/2023 05:00,255,49.8,42.8
09/07/2023 06:00,235,49.4,42.7
09/07/2023 07:00,255,50.2,39.1
09/07/2023 08:00,234,46.9,44
09/07/2023 09:00,158,49,46.3
09/07/2023 10:00,183,50.3,44.3
09/07/2023 11:00,191,50.3,44.6
09/07/2023 12:00,196,49.8,43.8
09/07/2023 13:00,197,50.7,62.7
09/07/2023 14:00,216,50.7,61.8
09/07/2023 15:00,177,50.5,44.3
09/07/2023 16:00,201,50.4,63.5
09/07/2023 17:00,212,49.5,43.8
09/07/2023 18:00,212,50.2,44.1
09/07/2023 19:00,219,49.7,44.3
09/07/2023 20:00,219,50.2,62.5
09/07/2023 21:00,237,50,113
09/07/2023 22:00,255,50.1,63.5
09/07/2023 23:00,177,49.5,94.9
10/07/2023 00:00,255,45.8,90.8
10/07/2023 01:00,234,49.6,130
10/07/2023 02:00,235,50.7,138
10/07/2023 03:00,255,50,113
10/07/2023 04:00,255,50.7,42.8
10/07/2023 05:00,216,50.3,42.7
10/07/2023 06:00,234,50.6,127
10/07/2023 07:00,237,50.7,42.9
10/07/2023 08:00,172,52.7,43.1
10/07/2023 09:00,149,52.9,45.8
10/07/2023 10:00,159,50.7,41.9
10/07/2023 11:00,197,50.7,45.7
10/07/2023 12:00,108,51,46.4
10/07/2023 13:00,130,52.1,47.3
10/07/2023 14:00,148,49.9,46.6
10/07/2023 15:00,217,49.5,48
10/07/2023 16:00,212,48.4,47.8
10/07/2023 17:00,198,45.8,43.1
10/07/2023 18:00,171,49.2,45.4
10/07/2023 19:00,149,49.4,44.6
10/07/2023 20:00,112,49.4,45.1
10/07/2023 21:00,235,50,44.5
10/07/2023 22:00,212,49.8,45.7
10/07/2023 23:00,255,50,44.1
11/07/2023 00:00,255,51.2,45.5
11/07/2023 01:00,255,49.2,65.1
11/07/2023 02:00,219,49.8,59.8
11/07/2023 03:00,234,50.2,43.2
11/07/2023 04:00,234,51.1,58.8
11/07/2023 05:00,255,50,58.3
11/07/2023 06:00,183,50.2,45.7
11/07/2023 07:00,201,50.5,43.4
11/07/2023 08:00,219,51.8,43.4
11/07/2023 09:00,157,51.6,44.8
11/07/2023 10:00,144,45.6,40.3
11/07/2023 11:00,130,49.9,47.2
11/07/2023 12:00,128,50.5,46.6
11/07/2023 13:00,177,49.3,45.8
11/07/2023 14:00,133,49.9,50.2
11/07/2023 15:00,119,50,50.1
11/07/2023 16:00,84,49.5,48.7
11/07/2023 17:00,82.6,49.5,46.1
11/07/2023 18:00,40.6,48.7,45.1
11/07/2023 19:00,41.4,49.1,46.8
11/07/2023 20:00,60.6,49.8,47.2
11/07/2023 21:00,197,49,42.1
11/07/2023 22:00,216,50,43.7
11/07/2023 23:00,234,50.5,44.8
12/07/2023 00:00,255,49.7,43.5
12/07/2023 01:00,234,49.6,63.6
12/07/2023 02:00,235,45.2,57.7
12/07/2023 03:00,219,50.2,41.8
12/07/2023 04:00,207,50.3,43
12/07/2023 05:00,255,50.1,44.7
12/07/2023 06:00,235,49.5,44.3
12/07/2023 07:00,201,49.5,43.6
12/07/2023 08:00,216,50.5,44.7
12/07/2023 09:00,148,50.7,44.5
12/07/2023 10:00,131,51.7,47.2
12/07/2023 11:00,138,51,46.3
12/07/2023 12:00,61.7,51.2,45.5
12/07/2023 13:00,126,50.6,46.5
12/07/2023 14:00,105,50.8,46.2
12/07/2023 15:00,119,49.6,50.1
12/07/2023 16:00,157,50.3,46
12/07/2023 17:00,131,50.4,47.4
12/07/2023 18:00,76.8,53.1,44.6
12/07/2023 19:00,120,46.4,41
12/07/2023 20:00,149,50,43.1
12/07/2023 21:00,177,49.7,43.6
12/07/2023 22:00,201,49.4,42.1
12/07/2023 23:00,235,50.1,41.3
13/07/2023 00:00,255,50.8,59
13/07/2023 01:00,216,50.5,60.4
13/07/2023 02:00,212,51.5,42.1
13/07/2023 03:00,237,50.7,130
13/07/2023 04:00,231,51.4,76.8
13/07/2023 05:00,237,50.4,41.8
13/07/2023 06:00,212,51.2,42.7
13/07/2023 07:00,216,51.9,42.9
13/07/2023 08:00,172,50.1,60.4
13/07/2023 09:00,89.6,50.8,42.5
13/07/2023 10:00,177,50.2,43.2
13/07/2023 11:00,139,53.7,61
13/07/2023 12:00,198,48.2,41.1
13/07/2023 13:00,212,50.9,46.1
13/07/2023 14:00,80.9,51.6,46.4
13/07/2023 15:00,44.5,51.3,48.5
13/07/2023 16:00,43.5,49.9,47.5
13/07/2023 17:00,62.2,50.3,49.3
13/07/2023 18:00,43.9,50.4,49.3
13/07/2023 19:00,69.5,49.3,47.3
13/07/2023 20:00,45.2,49.7,45.9
13/07/2023 21:00,61.3,48.5,44.3
13/07/2023 22:00,66,49.5,44.1
13/07/2023 23:00,42.6,49.1,76.8
14/07/2023 00:00,42.2,50.8,41.3
14/07/2023 01:00,77,50.5,42.3
14/07/2023 02:00,60.3,50.2,99.1
14/07/2023 03:00,105,50.3,79.8
14/07/2023 04:00,40.8,49.6,38.4
14/07/2023 05:00,57,46.1,40.6
14/07/2023 06:00,41.4,50.5,61.4
14/07/2023 07:00,41.8,49.1,43.8
14/07/2023 08:00,42.2,50.8,62.4
14/07/2023 09:00,43.4,51.8,61.9
14/07/2023 10:00,41.7,51.5,44.4
14/07/2023 11:00,43.3,52,42.4
14/07/2023 12:00,130,51.2,43.6
14/07/2023 13:00,99.4,50.8,43.4
14/07/2023 14:00,41.5,51.6,42.9
14/07/2023 15:00,41.9,52.6,42.7
14/07/2023 16:00,41.8,51.4,44.4
14/07/2023 17:00,105,53.5,41.9
14/07/2023 18:00,83.8,50.8,42.2
14/07/2023 19:00,77.3,49.9,99.9
14/07/2023 20:00,40.7,50.2,120
14/07/2023 21:00,59.4,47.1,120
14/07/2023 22:00,109,50.3,130
14/07/2023 23:00,127,50.1,177
15/07/2023 00:00,212,50.9,99.4
15/07/2023 01:00,255,49.9,127
15/07/2023 02:00,255,50.6,112
15/07/2023 03:00,94.2,50.5,216
15/07/2023 04:00,83.8,51.2,42.2
15/07/2023 05:00,40.7,50.3,42.5
15/07/2023 06:00,41.7,51.1,82.2
15/07/2023 07:00,40.8,50.8,42.4
15/07/2023 08:00,63.4,50.1,60.5
15/07/2023 09:00,41.2,51.5,43.2
15/07/2023 10:00,76.7,51.9,45.6
15/07/2023 11:00,41.6,49.8,44.1
15/07/2023 12:00,43.5,51,44.4
15/07/2023 13:00,42.2,50.8,45
15/07/2023 14:00,40.5,47.2,41
15/07/2023 15:00,43.1,50.8,45.7
15/07/2023 16:00,43,49.5,44.7
15/07/2023 17:00,43.3,50.1,44.6
15/07/2023 18:00,61.8,50.6,42.8
15/07/2023 19:00,42.3,50.5,43.9
15/07/2023 20:00,42.2,50.1,41.2
15/07/2023 21:00,42.2,50.2,78.7
15/07/2023 22:00,41.4,51.2,80.3
15/07/2023 23:00,41.8,50.6,130
16/07/2023 00:00,41.9,50.2,113
16/07/2023 01:00,41.6,50.9,119
16/07/2023 02:00,41.8,50.8,59.8
16/07/2023 03:00,41.8,50.9,41.9
16/07/2023 04:00,41.7,50.5,42.7
16/07/2023 05:00,79.4,50.2,43.3
16/07/2023 06:00,62.6,50.7,38.9
16/07/2023 07:00,37.8,47.3,43.4
16/07/2023 08:00,41.8,51.4,43.7
16/07/2023 09:00,42.2,50.3,43.5
16/07/2023 10:00,42.5,50.9,43.7
16/07/2023 11:00,42.4,49.5,46.4
16/07/2023 12:00,42.5,51.1,47.1
16/07/2023 13:00,42.8,50.7,44.8
16/07/2023 14:00,41.8,50.3,45.7
16/07/2023 15:00,41.8,50.9,43.7
16/07/2023 16:00,41.5,50.5,44.2
16/07/2023 17:00,42.6,50.9,44.2
16/07/2023 18:00,42,50.4,44
16/07/2023 19:00,41.6,51,113
16/07/2023 20:00,42,49.8,77.4
16/07/2023 21:00,42,51.5,94.3
16/07/2023 22:00,42.2,50.8,60.9
16/07/2023 23:00,41.3,46.4,79.5
17/07/2023 00:00,37.6,50.2,83.9
17/07/2023 01:00,42.1,50.4,77.3
17/07/2023 02:00,118,50.5,62.7
17/07/2023 03:00,41.8,50.3,62.5
17/07/2023 04:00,62.4,51.2,166
17/07/2023 05:00,79.5,50.1,60.6
17/07/2023 06:00,98.9,50.5,43.1
17/07/2023 07:00,42,51.3,42.9
17/07/2023 08:00,43.7,51.8,44.6
17/07/2023 09:00,48.5,53.8,43.5
17/07/2023 10:00,41.4,51.3,61.5
17/07/2023 11:00,42,50.8,45.3
17/07/2023 12:00,41.8,51.8,45
17/07/2023 13:00,42.5,51.8,46.1
17/07/2023 14:00,46.1,49.9,46.5
17/07/2023 15:00,44.8,51.3,45.9
17/07/2023 16:00,43.5,47,43.5
17/07/2023 17:00,40.2,51.3,47.2
17/07/2023 18:00,44.9,50.2,46.4
17/07/2023 19:00,45.8,49.6,45.4
17/07/2023 20:00,45,50.8,46.2
17/07/2023 21:00,43.2,50.1,43.4
17/07/2023 22:00,43.7,50.4,42.5
17/07/2023 23:00,43.2,50.8,42.2
18/07/2023 00:00,43.3,50.7,42.1
18/07/2023 01:00,60.4,50.3,58.8
18/07/2023 02:00,43.5,50.3,40.8
18/07/2023 03:00,42.1,51.3,58.8
18/07/2023 04:00,42.1,50.3,65.2
18/07/2023 05:00,41.7,51.1,94.8
18/07/2023 06:00,42.1,51.1,41.4
18/07/2023 07:00,43,51,42.5
18/07/2023 08:00,44.6,51.1,42.7
18/07/2023 09:00,39.5,46.8,38
18/07/2023 10:00,44.9,51.1,61.3
18/07/2023 11:00,43.2,52.1,42.7
18/07/2023 12:00,42,51.3,43.9
18/07/2023 13:00,126,52.2,47.2
18/07/2023 14:00,160,49.9,44.3
18/07/2023 15:00,158,50.5,45.4
18/07/2023 16:00,99.1,50.9,46.8
18/07/2023 17:00,96.3,49.4,46.5
18/07/2023 18:00,44.6,49.9,45.7
18/07/2023 19:00,85.1,49.8,45.8
18/07/2023 20:00,83.5,50.3,49.2
18/07/2023 21:00,219,50.5,46.4
18/07/2023 22:00,196,50,63.4
18/07/2023 23:00,196,49.7,84.4
19/07/2023 00:00,177,50.6,62.9
19/07/2023 01:00,216,50.1,104
19/07/2023 02:00,202,46.6,148
19/07/2023 03:00,235,50.5,41.3
19/07/2023 04:00,191,50.2,42.7
19/07/2023 05:00,235,50.2,42.2
19/07/2023 06:00,237,52,42.1
19/07/2023 07:00,216,50.6,60.3
19/07/2023 08:00,142,50.8,42.4
19/07/2023 09:00,98.7,51.1,45.2
19/07/2023 10:00,65.2,51.6,43.5
19/07/2023 11:00,114,51.2,44.4
19/07/2023 12:00,191,50.8,44.2
19/07/2023 13:00,220,52.4,44.5
19/07/2023 14:00,212,51.4,45
19/07/2023 15:00,95.5,49.1,44.8
19/07/2023 16:00,81.9,50.4,44.5
19/07/2023 17:00,58.8,48.6,47.2
19/07/2023 18:00,148,46,42.2
19/07/2023 19:00,90.9,51.2,46.1
19/07/2023 20:00,95.7,51.1,45.3
19/07/2023 21:00,191,49.9,47.3
19/07/2023 22:00,255,49.5,46.2
19/07/2023 23:00,236,50,43.5
20/07/2023 00:00,255,49.6,41.9
20/07/2023 01:00,231,50.3,76.5
20/07/2023 02:00,237,50,89.3
20/07/2023 03:00,255,51.1,42.7
20/07/2023 04:00,228,50.8,61.6
20/07/2023 05:00,255,50.5,42.8
20/07/2023 06:00,255,51.6,43.4
20/07/2023 07:00,255,50.9,43.6
20/07/2023 08:00,255,50.6,42.3
20/07/2023 09:00,237,51.7,43.5
20/07/2023 10:00,160,50.8,44.1
20/07/2023 11:00,177,45.8,43.7
20/07/2023 12:00,54.3,51.6,47.2
20/07/2023 13:00,114,50.5,48.1
20/07/2023 14:00,148,51.2,46.4
20/07/2023 15:00,138,51.5,46.3
20/07/2023 16:00,99.8,50,45.2
20/07/2023 17:00,42.1,49.8,50
20/07/2023 18:00,61.5,50.3,48.1
20/07/2023 19:00,77.6,49.9,43.8
20/07/2023 20:00,113,51.4,44.5
20/07/2023 21:00,138,50.6,46.9
20/07/2023 22:00,202,50.4,44.5
20/07/2023 23:00,216,50.4,42.4
21/07/2023 00:00,231,49.6,40.9
21/07/2023 01:00,234,51.1,59.9
21/07/2023 02:00,236,50.2,113
21/07/2023 03:00,234,49.6,137
21/07/2023 04:00,234,46.6,94.5
21/07/2023 05:00,255,50.1,59.1
21/07/2023 06:00,220,52.8,94.6
21/07/2023 07:00,191,50.6,41.5
21/07/2023 08:00,216,51,41.8
21/07/2023 09:00,160,53.2,42.2
21/07/2023 10:00,79.7,49.9,43.7
21/07/2023 11:00,148,51.4,44.1
21/07/2023 12:00,192,50.5,47.6
21/07/2023 13:00,236,50.4,46.9
21/07/2023 14:00,235,51.5,44.7
21/07/2023 15:00,191,51.1,45.4
21/07/2023 16:00,138,53.4,43.4
21/07/2023 17:00,157,50.7,43.4
21/07/2023 18:00,197,52.2,46.3
21/07/2023 19:00,150,51.4,48.4
21/07/2023 20:00,158,46.5,40.9
21/07/2023 21:00,212,50.3,42.7
21/07/2023 22:00,219,50.3,113
21/07/2023 23:00,255,50.8,130
22/07/2023 00:00,237,51,130
22/07/2023 01:00,255,50.2,166
22/07/2023 02:00,255,50.8,177
22/07/2023 03:00,255,50.6,201
22/07/2023 04:00,237,51.2,76.5
22/07/2023 05:00,255,51,130
22/07/2023 06:00,255,50.6,197
22/07/2023 07:00,255,49.7,41.6
22/07/2023 08:00,255,49.4,77.9
22/07/2023 09:00,191,50.4,42.3
22/07/2023 10:00,236,50.1,44.7
22/07/2023 11:00,220,52.2,42.3
22/07/2023 12:00,169,51.3,60.8
22/07/2023 13:00,191,46.6,70.6
22/07/2023 14:00,162,51.5,71.7
22/07/2023 15:00,197,51.3,88.7
22/07/2023 16:00,183,51.2,80.5
22/07/2023 17:00,168,50.3,40.9
22/07/2023 18:00,183,52.3,80.1
22/07/2023 19:00,255,50.3,94.2
22/07/2023 20:00,255,50.8,102
22/07/2023 21:00,255,51,148
22/07/2023 22:00,255,51.2,79.8
22/07/2023 23:00,255,50.7,112
23/07/2023 00:00,255,51,119
23/07/2023 01:00,255,50.6,130
23/07/2023 02:00,255,49.4,130
23/07/2023 03:00,255,50.7,126
23/07/2023 04:00,255,50.2,196
23/07/2023 05:00,255,50.9,126
23/07/2023 06:00,227,47.1,136
23/07/2023 07:00,255,51.1,44.1
23/07/2023 08:00,255,51.1,41.9
23/07/2023 09:00,255,51.4,44.4
23/07/2023 10:00,255,51.4,44.4
23/07/2023 11:00,255,51.3,44.2
23/07/2023 12:00,255,50.8,42.1
23/07/2023 13:00,255,51.2,61.7
23/07/2023 14:00,255,51.6,41.8
23/07/2023 15:00,255,51.5,43.7
23/07/2023 16:00,255,50,43.8
23/07/2023 17:00,255,50.3,62.1
23/07/2023 18:00,255,50.5,78.5
23/07/2023 19:00,255,49.6,78.2
23/07/2023 20:00,255,51.4,43.9
23/07/2023 21:00,255,50.6,112
23/07/2023 22:00,255,50.6,71.2
23/07/2023 23:00,235,46.3,58.9
24/07/2023 00:00,255,50.5,158
24/07/2023 01:00,255,49.6,76.3
24/07/2023 02:00,255,50.4,59.8
24/07/2023 03:00,255,49.8,130
24/07/2023 04:00,255,50.5,99.1
24/07/2023 05:00,255,50.5,94.3
24/07/2023 06:00,237,51.4,94.2
24/07/2023 07:00,255,50.7,42.8
24/07/2023 08:00,197,51.5,43.5
24/07/2023 09:00,234,51.7,44
24/07/2023 10:00,219,50.5,43.1
24/07/2023 11:00,167,52.1,43.8
24/07/2023 12:00,138,50.5,42.5
24/07/2023 13:00,113,51.2,42.3
24/07/2023 14:00,116,51.8,44
24/07/2023 15:00,129,46.6,38.9
24/07/2023 16:00,95.7,51.2,42.4
24/07/2023 17:00,119,51.9,43.4
24/07/2023 18:00,100,51.3,59.6
24/07/2023 19:00,95.7,50.3,60.3
24/07/2023 20:00,138,51.8,60.9
24/07/2023 21:00,255,50.1,77.7
24/07/2023 22:00,216,50.3,101
24/07/2023 23:00,255,51.1,130
25/07/2023 00:00,255,51,60.1
25/07/2023 01:00,255,50.9,42.9
25/07/2023 02:00,255,50.3,42
25/07/2023 03:00,255,50.8,42.6
25/07/2023 04:00,255,49.9,42.4
25/07/2023 05:00,255,50.2,42.8
25/07/2023 06:00,255,50.5,138
25/07/2023 07:00,255,53.5,42.3
25/07/2023 08:00,255,47,40.6
25/07/2023 09:00,182,49.3,45.4
25/07/2023 10:00,126,52.6,42.8
25/07/2023 11:00,196,50.5,46.2
25/07/2023 12:00,158,50.8,45.9
25/07/2023 13:00,138,51.1,44.7
25/07/2023 14:00,94.6,50.5,45.1
25/07/2023 15:00,138,51.7,44.3
25/07/2023 16:00,172,51.7,43.3
25/07/2023 17:00,119,52.4,45.3
25/07/2023 18:00,166,51.1,45.5
25/07/2023 19:00,79.7,53,46
25/07/2023 20:00,193,51.5,59.4
25/07/2023 21:00,255,50.8,93.9
25/07/2023 22:00,255,50.1,101
25/07/2023 23:00,255,49.9,76.6
26/07/2023 00:00,237,49.3,145
26/07/2023 01:00,235,45.8,79.5
26/07/2023 02:00,255,51.3,42.3
26/07/2023 03:00,255,50.8,41.8
26/07/2023 04:00,255,51.1,59.4
26/07/2023 05:00,255,50.3,42
26/07/2023 06:00,255,53.5,130
26/07/2023 07:00,237,51.8,43.5
26/07/2023 08:00,255,52.2,43.5
26/07/2023 09:00,235,51.3,45.6
26/07/2023 10:00,196,51.8,44.5
26/07/2023 11:00,197,50,46.1
26/07/2023 12:00,191,50.1,44.7
26/07/2023 13:00,77,51.5,44.1
26/07/2023 14:00,166,50.2,45.8
26/07/2023 15:00,202,50.8,45.8
26/07/2023 16:00,148,50.3,45.8
26/07/2023 17:00,196,47.1,41.8
26/07/2023 18:00,163,52.1,43.8
26/07/2023 19:00,234,50.9,43
26/07/2023 20:00,235,52.8,42.8
26/07/2023 21:00,255,51.3,130
26/07/2023 22:00,216,51,130
26/07/2023 23:00,235,51.3,148
27/07/2023 00:00,255,50.5,184
27/07/2023 01:00,255,50.9,148
27/07/2023 02:00,255,50.7,130
27/07/2023 03:00,255,50.2,130
27/07/2023 04:00,255,50.4,148
27/07/2023 05:00,255,51.4,177
27/07/2023 06:00,255,51.5,201
27/07/2023 07:00,216,50.2,78.8
27/07/2023 08:00,255,50,44.3
27/07/2023 09:00,198,53.1,43.3
27/07/2023 10:00,216,47.7,40
27/07/2023 11:00,198,51.6,95.3
27/07/2023 12:00,216,51.8,61.9
27/07/2023 13:00,130,51.8,62.3
27/07/2023 14:00,169,50.7,43.2
27/07/2023 15:00,149,52.4,63.2
27/07/2023 16:00,202,51.5,45.6
27/07/2023 17:00,197,50.2,44.4
27/07/2023 18:00,112,50.4,43.6
27/07/2023 19:00,184,50,45.3
27/07/2023 20:00,184,52.1,45.4
27/07/2023 21:00,231,50,41.1
27/07/2023 22:00,234,49.6,95.8
27/07/2023 23:00,237,50.7,76.6
28/07/2023 00:00,255,50.8,76.5
28/07/2023 01:00,255,50.4,130
28/07/2023 02:00,255,50.3,39.5
28/07/2023 03:00,232,47.2,43.7
28/07/2023 04:00,234,51.3,43.6
28/07/2023 05:00,255,51.6,60.3
28/07/2023 06:00,255,51.6,45.8
28/07/2023 07:00,238,53.3,44.2
28/07/2023 08:00,216,50.1,45.5
28/07/2023 09:00,170,51.8,46.4
28/07/2023 10:00,212,51,43.6
28/07/2023 11:00,184,51.8,46.2
28/07/2023 12:00,224,51.8,44.8
28/07/2023 13:00,166,52.2,45.5
28/07/2023 14:00,216,49.8,45.3
28/07/2023 15:00,101,52.3,45.8
28/07/2023 16:00,79.3,51.1,45.5
28/07/2023 17:00,202,49.9,47.4
28/07/2023 18:00,169,51.4,46.8
28/07/2023 19:00,166,46.5,40.6
28/07/2023 20:00,169,50.4,43.1
28/07/2023 21:00,177,50.3,45.4
28/07/2023 22:00,255,50.8,43.9
28/07/2023 23:00,255,51.5,60.8
29/07/2023 00:00,237,50.4,112
29/07/2023 01:00,235,50.5,119
29/07/2023 02:00,255,50.7,43.7
29/07/2023 03:00,255,49.9,42.5
29/07/2023 04:00,255,50.2,60.1
29/07/2023 05:00,255,50.3,63.5
29/07/2023 06:00,255,51.6,46.4
29/07/2023 07:00,255,49.7,44.3
29/07/2023 08:00,255,50.1,45.3
29/07/2023 09:00,255,50.1,42.7
29/07/2023 10:00,255,49.3,44
29/07/2023 11:00,212,50.7,45.9
29/07/2023 12:00,138,46.5,43.5
29/07/2023 13:00,134,51.9,43.8
29/07/2023 14:00,157,49.7,43.8
29/07/2023 15:00,119,51.3,46.8
29/07/2023 16:00,138,50.8,45.7
29/07/2023 17:00,119,51.4,48.8
29/07/2023 18:00,160,50.7,47
29/07/2023 19:00,197,51.2,46
29/07/2023 20:00,219,50.4,43.5
29/07/2023 21:00,255,50.8,44.5
29/07/2023 22:00,255,49.7,47.5
29/07/2023 23:00,255,50.6,45
30/07/2023 00:00,255,51.1,42.7
30/07/2023 01:00,255,51,41.8
30/07/2023 02:00,255,50.3,77.1
30/07/2023 03:00,234,51.3,42.2
30/07/2023 04:00,255,50.5,40.3
30/07/2023 05:00,234,46.5,42.6
30/07/2023 06:00,255,51.4,44.2
30/07/2023 07:00,255,51.7,45.1
30/07/2023 08:00,255,50.3,44.8
30/07/2023 09:00,237,50.9,45.7
30/07/2023 10:00,255,52.3,45.1
30/07/2023 11:00,255,50.5,46.3
30/07/2023 12:00,255,50.8,45
30/07/2023 13:00,237,49.8,43.8
30/07/2023 14:00,255,50.6,45.8
30/07/2023 15:00,255,49.9,44.8
30/07/2023 16:00,216,51.2,46.2
30/07/2023 17:00,255,50.7,44.6
30/07/2023 18:00,255,51.4,43.5
30/07/2023 19:00,255,51.8,61.8
30/07/2023 20:00,235,50.7,65.6
30/07/2023 21:00,224,46.4,41.4
30/07/2023 22:00,235,51.5,42.5
30/07/2023 23:00,255,50,44.1
31/07/2023 00:00,255,49.7,41.7
31/07/2023 01:00,255,50.8,76.6
31/07/2023 02:00,255,50.3,41.8
31/07/2023 03:00,255,50.5,48
31/07/2023 04:00,255,49.6,47.8
31/07/2023 05:00,255,51.2,62.2
31/07/2023 06:00,255,50.1,45.1
31/07/2023 07:00,255,51.8,47.3
31/07/2023 08:00,219,50.8,48.7
31/07/2023 09:00,235,50.6,48.2
31/07/2023 10:00,255,50.7,45.7
31/07/2023 11:00,236,51.1,45.9
31/07/2023 12:00,184,51.7,47.6
31/07/2023 13:00,169,52,48.8
31/07/2023 14:00,177,47.7,43.1
31/07/2023 15:00,154,52,47.7
31/07/2023 16:00,196,51.3,50.6
31/07/2023 17:00,236,50.2,49.2
31/07/2023 18:00,234,51.2,48.3
31/07/2023 19:00,136,50.6,49.9
31/07/2023 20:00,212,51,47.6
31/07/2023 21:00,237,49.2,71.3
31/07/2023 22:00,235,50.1,44.6
31/07/2023 23:00,255,50.7,42.6
01/08/2023 00:00,255,49.8,47
01/08/2023 01:00,255,51.5,42.6
